Customer Name,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Weighted_RFM_Score,Cluster_ID,Cluster_Segment
Pippo Witherington,238,1,26.19,4,3,2,9,⭐ Loyal Customers,2.85,3,Cluster 3
Portie Cutchie,297,1,51.74999999999999,4,3,3,10,🏆 Champions,3.3,3,Cluster 3
Pren Bess,147,1,14.924999999999999,4,3,1,8,⭐ Loyal Customers,2.4,3,Cluster 3
Pru Durban,75,1,7.169999999999999,4,3,1,8,⭐ Loyal Customers,2.4,3,Cluster 3
Queenie Veel,811,1,40.5,2,3,3,8,🔄 Potential Loyalists,2.7,2,Cluster 2
Quinn Parsons,1104,1,17.91,1,3,2,6,😴 At Risk,1.95,1,Cluster 4
Quintina Heavyside,612,1,13.424999999999997,3,3,1,7,🔄 Potential Loyalists,2.1,3,Cluster 3
Rachelle Elizabeth,865,1,33.464999999999996,2,3,3,8,🔄 Potential Loyalists,2.7,1,Cluster 4
Rafaela Treacher,584,1,17.91,3,3,2,8,⭐ Loyal Customers,2.55,3,Cluster 3
Rafferty Pursglove,1126,1,75.24,1,3,4,8,🔄 Potential Loyalists,2.85,2,Cluster 2
Raleigh Lepere,283,1,77.69999999999999,4,3,4,11,🏆 Champions,3.75,2,Cluster 2
Ramon Cheak,579,1,31.624999999999996,3,4,3,10,🏆 Champions,3.25,3,Cluster 3
Rana Sharer,202,1,44.75,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Randal Longfield,710,1,109.93999999999998,2,4,4,10,🏆 Champions,3.4,2,Cluster 2
Ransell McKall,757,1,10.739999999999998,2,4,1,7,🔄 Potential Loyalists,2.05,1,Cluster 4
Raphaela Schankelborg,142,1,57.06,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Rasia Jacquemard,375,1,24.75,3,4,2,9,⭐ Loyal Customers,2.8,3,Cluster 3
Raynor McGilvary,708,1,91.53999999999999,2,4,4,10,🏆 Champions,3.4,2,Cluster 2
Read Cutts,384,1,114.42499999999998,3,4,4,11,🏆 Champions,3.7,2,Cluster 2
Reamonn Aynold,126,1,38.849999999999994,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Rebeka Worg,449,1,23.31,3,4,2,9,⭐ Loyal Customers,2.8,3,Cluster 3
Redd Simao,1077,1,178.70999999999998,1,4,4,9,🔄 Potential Loyalists,3.1,2,Cluster 2
Reese Lidgey,660,1,58.2,2,4,3,9,🔄 Potential Loyalists,2.95,2,Cluster 2
Reggie Thickpenny,554,1,66.92999999999999,3,4,4,11,🏆 Champions,3.7,2,Cluster 2
Reinaldos Kirtley,828,1,44.55,2,4,3,9,🔄 Potential Loyalists,2.95,2,Cluster 2
Rem Furman,476,1,56.25,3,4,3,10,🏆 Champions,3.25,2,Cluster 2
Reube Cawley,372,1,82.33999999999999,3,4,4,11,🏆 Champions,3.7,2,Cluster 2
Reynolds Crookshanks,578,1,36.45,3,4,3,10,🏆 Champions,3.25,3,Cluster 3
Rhetta Elnaugh,397,1,17.82,3,4,2,9,⭐ Loyal Customers,2.8,3,Cluster 3
Rhetta Zywicki,901,1,63.4,2,4,4,10,🏆 Champions,3.4,2,Cluster 2
Rhianon Broxup,1036,1,77.69999999999999,1,4,4,9,🔄 Potential Loyalists,3.1,2,Cluster 2
Rhodie Strathern,195,1,23.775,4,4,2,10,🏆 Champions,3.1,3,Cluster 3
Rhona Lequeux,257,1,5.97,4,4,1,9,⭐ Loyal Customers,2.65,3,Cluster 3
Rickey Readie,531,1,21.509999999999998,3,4,2,9,⭐ Loyal Customers,2.8,3,Cluster 3
Rickie Faltin,499,1,11.25,3,4,1,8,⭐ Loyal Customers,2.35,3,Cluster 3
Rikki Tomkowicz,529,1,29.849999999999998,3,4,2,9,⭐ Loyal Customers,2.8,3,Cluster 3
Rochette Huscroft,638,1,21.87,2,4,2,8,🔄 Potential Loyalists,2.5,3,Cluster 3
Rodger Raven,1080,1,5.97,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Rodolfo Willoway,86,1,45.0,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Romain Avrashin,38,1,114.42499999999998,4,4,4,12,🏆 Champions,4.0,2,Cluster 2
Ronda Pyson,1034,1,21.509999999999998,1,4,2,7,🔄 Potential Loyalists,2.2,1,Cluster 4
Rosaleen Scholar,49,1,49.75,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Rosaline McLae,311,1,28.679999999999996,4,4,2,10,🏆 Champions,3.1,3,Cluster 3
Roxie Deaconson,878,1,36.45,2,4,3,9,🔄 Potential Loyalists,2.95,1,Cluster 4
Roxine Drivers,924,1,5.97,2,4,1,7,🔄 Potential Loyalists,2.05,1,Cluster 4
Rozele Relton,34,1,59.4,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Rufus Flear,673,1,15.54,2,4,1,7,🔄 Potential Loyalists,2.05,3,Cluster 3
Russell Donet,411,1,60.75,3,4,3,10,🏆 Champions,3.25,2,Cluster 2
Rutger Pithcock,1202,1,8.73,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Ryann Stickler,861,1,24.3,2,4,2,8,🔄 Potential Loyalists,2.5,1,Cluster 4
Sacha Bruun,833,1,2.985,2,4,1,7,🔄 Potential Loyalists,2.05,1,Cluster 4
Sada Roseborough,1237,1,5.369999999999999,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Scarlett Oliffe,1160,1,2.6849999999999996,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Sean Lorenzetti,1139,1,95.1,1,4,4,9,🔄 Potential Loyalists,3.1,2,Cluster 2
Selene Shales,1277,1,27.0,1,4,2,7,🔄 Potential Loyalists,2.2,1,Cluster 4
Selia Ragles,193,1,17.91,4,4,2,10,🏆 Champions,3.1,3,Cluster 3
Selle Scurrer,159,1,4.365,4,4,1,9,⭐ Loyal Customers,2.65,3,Cluster 3
Selma McMillian,1011,2,37.980000000000004,1,4,3,8,🔄 Potential Loyalists,2.65,0,Cluster 1
Serena Earley,317,1,68.30999999999999,3,4,4,11,🏆 Champions,3.7,2,Cluster 2
Shannon List,1147,1,136.61999999999998,1,4,4,9,🔄 Potential Loyalists,3.1,2,Cluster 2
Sharona Danilchik,1230,1,43.650000000000006,1,4,3,8,🔄 Potential Loyalists,2.65,1,Cluster 4
Shawnee Critchlow,312,1,11.25,4,4,1,9,⭐ Loyal Customers,2.65,3,Cluster 3
Shay Couronne,787,1,72.91,2,4,4,10,🏆 Champions,3.4,2,Cluster 2
Shaylynn Lobe,211,1,21.87,4,4,2,10,🏆 Champions,3.1,3,Cluster 3
Shelley Gehring,679,1,17.82,2,4,2,8,🔄 Potential Loyalists,2.5,3,Cluster 3
Shelley Titley,1155,1,34.92,1,4,3,8,🔄 Potential Loyalists,2.65,1,Cluster 4
Shelli De Banke,989,1,13.5,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Shelli Keynd,990,1,204.92999999999995,1,4,4,9,🔄 Potential Loyalists,3.1,2,Cluster 2
Sheppard Yann,1030,1,109.365,1,4,4,9,🔄 Potential Loyalists,3.1,2,Cluster 2
Shermy Moseby,429,1,148.92499999999998,3,4,4,11,🏆 Champions,3.7,2,Cluster 2
Shirleen Welds,338,1,74.25,3,4,4,11,🏆 Champions,3.7,2,Cluster 2
Shirlene Edmondson,593,1,9.51,3,4,1,8,⭐ Loyal Customers,2.35,3,Cluster 3
Sibella Rushbrooke,875,1,36.45,2,4,3,9,🔄 Potential Loyalists,2.95,1,Cluster 4
Sidney Gawen,1255,1,3.5849999999999995,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Sigfrid Busch,535,1,82.5,3,4,4,11,🏆 Champions,3.7,2,Cluster 2
Silvan McShea,180,1,23.31,4,4,2,10,🏆 Champions,3.1,3,Cluster 3
Silvana Northeast,469,1,21.87,3,4,2,9,⭐ Loyal Customers,2.8,3,Cluster 3
Silvanus Enefer,1220,1,8.91,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Silvio Strase,1213,1,28.53,1,4,2,7,🔄 Potential Loyalists,2.2,1,Cluster 4
Sim Pamphilon,586,1,23.775,3,4,2,9,⭐ Loyal Customers,2.8,3,Cluster 3
Simone Capon,89,1,29.849999999999998,4,4,2,10,🏆 Champions,3.1,3,Cluster 3
Skipton Morrall,277,1,35.849999999999994,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Sky Farnish,703,1,35.82,2,4,3,9,🔄 Potential Loyalists,2.95,2,Cluster 2
Skylar Jeyness,611,1,23.31,3,4,2,9,⭐ Loyal Customers,2.8,3,Cluster 3
Sloan Diviny,548,1,14.58,3,4,1,8,⭐ Loyal Customers,2.35,3,Cluster 3
Stan Barribal,952,1,9.51,2,4,1,7,🔄 Potential Loyalists,2.05,1,Cluster 4
Stanford Rodliff,1211,1,21.825000000000003,1,4,2,7,🔄 Potential Loyalists,2.2,1,Cluster 4
Stanislaus Gilroy,256,1,26.19,4,4,2,10,🏆 Champions,3.1,3,Cluster 3
Stanly Keets,546,1,139.725,3,4,4,11,🏆 Champions,3.7,2,Cluster 2
Starr Arpin,1318,1,59.699999999999996,1,4,3,8,🔄 Potential Loyalists,2.65,1,Cluster 4
Stearne Count,138,1,24.75,4,4,2,10,🏆 Champions,3.1,3,Cluster 3
Stevana Woodham,1185,1,26.19,1,4,2,7,🔄 Potential Loyalists,2.2,1,Cluster 4
Suzanna Bollam,1325,1,21.509999999999998,1,4,2,7,🔄 Potential Loyalists,2.2,1,Cluster 4
Sylas Jennaroy,308,1,51.8,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Tallie felip,307,1,178.70999999999998,4,4,4,12,🏆 Champions,4.0,2,Cluster 2
Tamarah Fero,16,1,41.25,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Tammie Drynan,679,1,29.16,2,4,2,8,🔄 Potential Loyalists,2.5,3,Cluster 3
Tani Taffarello,637,1,27.484999999999996,2,4,2,8,🔄 Potential Loyalists,2.5,3,Cluster 3
Tania Craggs,822,1,39.8,2,4,3,9,🔄 Potential Loyalists,2.95,2,Cluster 2
Tawnya Menary,344,1,38.849999999999994,3,4,3,10,🏆 Champions,3.25,3,Cluster 3
Teddi Crowthe,68,1,204.92999999999995,4,4,4,12,🏆 Champions,4.0,2,Cluster 2
Teddi Quadri,1292,1,34.92,1,4,3,8,🔄 Potential Loyalists,2.65,1,Cluster 4
Temple Castiglione,1054,1,68.30999999999999,1,4,4,9,🔄 Potential Loyalists,3.1,2,Cluster 2
Terence Vanyutin,820,1,41.169999999999995,2,4,3,9,🔄 Potential Loyalists,2.95,2,Cluster 2
Terencio O'Moylan,359,1,45.0,3,4,3,10,🏆 Champions,3.25,3,Cluster 3
Terri Farra,426,3,289.11,3,4,4,11,🏆 Champions,3.7,0,Cluster 1
Terry Sheryn,982,1,7.77,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Tersina Castagne,751,1,17.91,2,4,2,8,🔄 Potential Loyalists,2.5,1,Cluster 4
Tess Benediktovich,659,1,47.55,2,4,3,9,🔄 Potential Loyalists,2.95,2,Cluster 2
Tess Bennison,230,1,51.74999999999999,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Theda Grizard,936,1,10.935,2,4,1,7,🔄 Potential Loyalists,2.05,1,Cluster 4
Theo Bowne,543,1,22.275,3,4,2,9,⭐ Loyal Customers,2.8,3,Cluster 3
Theo Jacobovitz,852,1,46.62,2,4,3,9,🔄 Potential Loyalists,2.95,2,Cluster 2
Theresita Newbury,18,1,17.91,4,4,2,10,🏆 Champions,3.1,3,Cluster 3
Tildie Tilzey,120,1,21.509999999999998,4,4,2,10,🏆 Champions,3.1,3,Cluster 3
Timofei Woofinden,354,1,6.75,3,4,1,8,⭐ Loyal Customers,2.35,3,Cluster 3
Tomas Sutty,191,1,36.455,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Tomasina Cotmore,1194,1,29.784999999999997,1,4,2,7,🔄 Potential Loyalists,2.2,1,Cluster 4
Torie Gottelier,248,1,77.69999999999999,4,4,4,12,🏆 Champions,4.0,2,Cluster 2
Tory Walas,281,1,8.25,4,4,1,9,⭐ Loyal Customers,2.65,3,Cluster 3
Trescha Jedrachowicz,691,1,15.54,2,4,1,7,🔄 Potential Loyalists,2.05,1,Cluster 4
Trina Le Sarr,37,1,29.784999999999997,4,4,2,10,🏆 Champions,3.1,3,Cluster 3
Trumaine Tewelson,38,1,4.365,4,4,1,9,⭐ Loyal Customers,2.65,3,Cluster 3
Tuckie Mathonnet,246,2,153.53499999999997,4,4,4,12,🏆 Champions,4.0,0,Cluster 1
Tymon Zanetti,73,1,47.115,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Ugo Southerden,808,1,77.69999999999999,2,4,4,10,🏆 Champions,3.4,2,Cluster 2
Una Welberry,782,1,57.06,2,4,3,9,🔄 Potential Loyalists,2.95,2,Cluster 2
Uriah Lethbrig,173,1,4.125,4,4,1,9,⭐ Loyal Customers,2.65,3,Cluster 3
Val Wakelin,709,1,53.46,2,4,3,9,🔄 Potential Loyalists,2.95,2,Cluster 2
Valenka Stansbury,747,1,11.94,2,4,1,7,🔄 Potential Loyalists,2.05,1,Cluster 4
Vallie Kundt,99,1,29.784999999999997,4,4,2,10,🏆 Champions,3.1,3,Cluster 3
Vanna Le - Count,185,1,4.755,4,4,1,9,⭐ Loyal Customers,2.65,3,Cluster 3
Vanya Skullet,1261,1,8.055,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Vasili Upstone,1168,1,29.849999999999998,1,4,2,7,🔄 Potential Loyalists,2.2,1,Cluster 4
Vasily Polglase,708,1,68.75,2,4,4,10,🏆 Champions,3.4,2,Cluster 2
Vernor Pawsey,329,1,35.849999999999994,3,4,3,10,🏆 Champions,3.25,3,Cluster 3
Vicki Kirdsch,622,1,5.97,3,4,1,8,⭐ Loyal Customers,2.35,3,Cluster 3
Vinny Shoebotham,946,1,19.02,2,4,2,8,🔄 Potential Loyalists,2.5,1,Cluster 4
Violette Hellmore,921,1,5.97,2,4,1,7,🔄 Potential Loyalists,2.05,1,Cluster 4
Virgil Baumadier,234,1,43.650000000000006,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Vivie Danneil,1047,1,16.875,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Vivyan Ceely,1081,1,23.88,1,4,2,7,🔄 Potential Loyalists,2.2,1,Cluster 4
Vivyan Dunning,1132,1,7.77,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Wain Cholomin,977,1,8.73,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Wain Stearley,184,1,26.19,4,4,2,10,🏆 Champions,3.1,3,Cluster 3
Wallis Bernth,1267,1,77.62499999999999,1,4,4,9,🔄 Potential Loyalists,3.1,2,Cluster 2
Waneta Edinborough,703,1,23.31,2,4,2,8,🔄 Potential Loyalists,2.5,1,Cluster 4
Wang Powlesland,765,1,148.92499999999998,2,4,4,10,🏆 Champions,3.4,2,Cluster 2
Warner Maddox,112,1,7.77,4,4,1,9,⭐ Loyal Customers,2.65,3,Cluster 3
Waylan Springall,936,1,36.455,2,4,3,9,🔄 Potential Loyalists,2.95,1,Cluster 4
Waylin Hollingdale,673,1,6.75,2,4,1,7,🔄 Potential Loyalists,2.05,1,Cluster 4
Webb Speechly,76,1,126.49999999999999,4,4,4,12,🏆 Champions,4.0,2,Cluster 2
Wesley Giorgioni,1265,1,7.29,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Wilek Lightollers,528,2,28.575,3,4,2,9,⭐ Loyal Customers,2.8,0,Cluster 1
Wiley Leopold,151,1,5.97,4,4,1,9,⭐ Loyal Customers,2.65,3,Cluster 3
Willabella Harvison,1144,1,68.655,1,4,4,9,🔄 Potential Loyalists,3.1,2,Cluster 2
Willey Romao,162,1,51.8,4,4,3,11,🏆 Champions,3.55,3,Cluster 3
Willy Pummery,564,1,28.53,3,4,2,9,⭐ Loyal Customers,2.8,3,Cluster 3
Wilton Cottier,1322,1,16.5,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Wilton Jallin,346,1,91.53999999999999,3,4,4,11,🏆 Champions,3.7,2,Cluster 2
Winn Keyse,528,1,68.30999999999999,3,4,4,11,🏆 Champions,3.7,2,Cluster 2
Winne Roche,111,1,15.54,4,4,1,9,⭐ Loyal Customers,2.65,3,Cluster 3
Witty Ranson,502,1,83.83500000000001,3,4,4,11,🏆 Champions,3.7,2,Cluster 2
Wren Place,962,1,13.5,2,4,1,7,🔄 Potential Loyalists,2.05,1,Cluster 4
Wright Caldero,1253,1,28.679999999999996,1,4,2,7,🔄 Potential Loyalists,2.2,1,Cluster 4
Wyatan Fetherston,798,1,59.4,2,4,3,9,🔄 Potential Loyalists,2.95,2,Cluster 2
Xenos Gibbons,653,1,38.849999999999994,2,4,3,9,🔄 Potential Loyalists,2.95,2,Cluster 2
Yardley Basill,345,1,35.849999999999994,3,4,3,10,🏆 Champions,3.25,3,Cluster 3
Yulma Dombrell,362,1,26.73,3,4,2,9,⭐ Loyal Customers,2.8,3,Cluster 3
Yuma Skipsey,1230,1,21.509999999999998,1,4,2,7,🔄 Potential Loyalists,2.2,1,Cluster 4
Yuri Burrells,590,1,23.88,3,4,2,9,⭐ Loyal Customers,2.8,3,Cluster 3
Zaccaria Sherewood,1010,1,9.51,1,4,1,6,😴 At Risk,1.75,1,Cluster 4
Zachariah Carlson,358,1,71.69999999999999,3,4,4,11,🏆 Champions,3.7,2,Cluster 2
Zacharias Kiffe,932,2,33.31,2,4,3,9,🔄 Potential Loyalists,2.95,0,Cluster 1
Zachary Tramel,382,1,28.53,3,4,2,9,⭐ Loyal Customers,2.8,3,Cluster 3
Zack Pellett,458,1,103.49999999999999,3,4,4,11,🏆 Champions,3.7,2,Cluster 2
Zeke Walisiak,547,1,2.6849999999999996,3,4,1,8,⭐ Loyal Customers,2.35,3,Cluster 3
Zorina Ponting,560,1,8.73,3,4,1,8,⭐ Loyal Customers,2.35,3,Cluster 3
