Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Size,Unit Price,Sales,Coffee Type Name,Roast Type Name,Loyalty Card,City,Postcode,Country_cust,Email_cust,Loyalty Card_cust,Email_Missing_Flag,Phone Number,Phone_Missing_Flag,Coffee Type,Size_prod,Unit Price_prod,Profit,Year,Quarter,Month_Num,Month,Day_Name,Week,Is_Weekend,YearMonth,Total_Profit,Profit_Margin_Pct,Price_Bucket,Size_Label,Season,Revenue_Tier
TCR-01064-030,2021-03-03,13181-04387-LI,E-M-1,6,Sigfrid Busch,sbuschff@so-net.ne.jp,Ireland,1.0,13.75,82.5,Excelsa,Medium,No,Bantry,P75,Ireland,sbuschff@so-net.ne.jp,No,0,+353 (953) 333-8754,0,Exc,1.0,13.75,1.5125,2021,1,3,March,Wednesday,9,False,2021-03,9.075,11.0,Premium ($10-14),Large,Spring,Top
YUL-42750-776,2021-11-23,24845-36117-TI,L-M-0.2,2,Cissiee Raisbeck,craisbeckfg@webnode.com,United States,0.2,4.365,8.73,Libriac,Medium,Yes,Shreveport,71161,United States,craisbeckfg@webnode.com,Yes,0,UNKNOWN,1,Lib,0.2,4.365,0.56745,2021,4,11,November,Tuesday,47,False,2021-11,1.1349,13.0,Budget (<$7),Small,Autumn,Low
XQJ-86887-506,2021-11-06,66458-91190-YC,E-L-1,4,Marja Urion,murione5@alexa.com,Ireland,1.0,14.85,59.4,Excelsa,Large,Yes,Virginia,D18,Ireland,murione5@alexa.com,Yes,0,+353 (715) 989-0283,0,Exc,1.0,14.85,1.6335,2021,4,11,November,Saturday,44,True,2021-11,6.534,11.0,Luxury (>$14),Large,Autumn,Top
ICC-73030-502,2022-04-16,59480-02795-IU,A-L-1,3,Reamonn Aynold,raynoldfj@ustream.tv,United States,1.0,12.95,38.849999999999994,Arabica,Large,Yes,Milwaukee,53263,United States,raynoldfj@ustream.tv,Yes,0,+1 (414) 429-0919,0,Ara,1.0,12.95,1.1655,2022,2,4,April,Saturday,15,True,2022-04,3.4965,9.0,Premium ($10-14),Large,Spring,High
VSQ-07182-513,2019-07-23,18366-65239-WF,L-L-0.2,6,Brendan Grece,bgrecefm@naver.com,United Kingdom,0.2,4.755,28.53,Libriac,Large,No,Halton,LS9,United Kingdom,bgrecefm@naver.com,No,0,+44 (933) 508-3795,0,Lib,0.2,4.755,0.61815,2019,3,7,July,Tuesday,30,False,2019-07,3.7089,13.0,Budget (<$7),Small,Summer,Medium
SPF-31673-217,2020-06-09,19485-98072-PS,E-M-1,6,Don Flintiff,dflintiffg1@e-recht24.de,United Kingdom,1.0,13.75,82.5,Excelsa,Medium,No,London,WC1B,United Kingdom,dflintiffg1@e-recht24.de,No,0,UNKNOWN,1,Exc,1.0,13.75,1.5125,2020,2,6,June,Tuesday,24,False,2020-06,9.075,11.0,Premium ($10-14),Large,Summer,Top
NEX-63825-598,2020-02-22,72072-33025-SD,R-L-0.5,2,Abbe Thys,athysfo@cdc.gov,United States,0.5,7.169999999999999,14.339999999999998,Robusta,Large,No,Knoxville,37924,United States,athysfo@cdc.gov,No,0,+1 (865) 217-6208,0,Rob,0.5,7.169999999999999,0.4301999999999999,2020,1,2,February,Saturday,8,True,2020-02,0.8603999999999998,6.0,Standard ($7-10),Medium,Winter,Low
XPG-66112-335,2020-07-19,58118-22461-GC,R-D-2.5,4,Jackquelin Chugg,jchuggfp@about.me,United States,2.5,20.584999999999997,82.33999999999999,Robusta,Dark,No,Shawnee Mission,66225,United States,jchuggfp@about.me,No,0,+1 (913) 466-8319,0,Rob,2.5,20.584999999999997,1.2350999999999999,2020,3,7,July,Sunday,29,True,2020-07,4.9403999999999995,6.0,Luxury (>$14),XL,Summer,Top
NSQ-72210-345,2021-09-20,90940-63327-DJ,A-M-0.2,6,Audra Kelston,akelstonfq@sakura.ne.jp,United States,0.2,3.375,20.25,Arabica,Medium,Yes,Fort Lauderdale,33330,United States,akelstonfq@sakura.ne.jp,Yes,0,+1 (954) 981-8804,0,Ara,0.2,3.375,0.30374999999999996,2021,3,9,September,Monday,38,False,2021-09,1.8224999999999998,9.0,Budget (<$7),Small,Autumn,Medium
WHQ-25197-475,2021-11-26,27536-28463-NJ,L-L-0.2,4,Claiborne Mottram,cmottramfs@harvard.edu,United States,0.2,4.755,19.02,Libriac,Large,Yes,Austin,78715,United States,cmottramfs@harvard.edu,Yes,0,+1 (512) 333-9861,0,Lib,0.2,4.755,0.61815,2021,4,11,November,Friday,47,False,2021-11,2.4726,13.0,Budget (<$7),Small,Autumn,Medium
HMB-30634-745,2020-02-18,19485-98072-PS,A-D-2.5,6,Don Flintiff,dflintiffg1@e-recht24.de,United Kingdom,2.5,22.884999999999998,137.31,Arabica,Dark,No,London,WC1B,United Kingdom,dflintiffg1@e-recht24.de,No,0,UNKNOWN,1,Ara,2.5,22.884999999999998,2.0596499999999995,2020,1,2,February,Tuesday,8,False,2020-02,12.357899999999997,9.0,Luxury (>$14),XL,Winter,Top
XTL-68000-371,2020-04-07,70140-82812-KD,A-M-0.5,4,Donalt Sangwin,dsangwinfu@weebly.com,United States,0.5,6.75,27.0,Arabica,Medium,No,Hyattsville,20784,United States,dsangwinfu@weebly.com,No,0,+1 (301) 879-4079,0,Ara,0.5,6.75,0.6074999999999999,2020,2,4,April,Tuesday,15,False,2020-04,2.4299999999999997,9.0,Budget (<$7),Medium,Spring,Medium
YES-51109-625,2022-01-31,91895-55605-LS,E-L-0.5,4,Elizabet Aizikowitz,eaizikowitzfv@virginia.edu,United Kingdom,0.5,8.91,35.64,Excelsa,Large,No,Ashley,SN13,United Kingdom,eaizikowitzfv@virginia.edu,No,0,+44 (148) 635-3706,0,Exc,0.5,8.91,0.9801,2022,1,1,January,Monday,5,False,2022-01,3.9204,11.0,Standard ($7-10),Medium,Winter,High
IOQ-84840-827,2019-11-12,32038-81174-JF,A-M-1,6,Cornie Venour,cvenourfx@ask.com,United States,1.0,11.25,67.5,Arabica,Medium,No,Shreveport,71161,United States,cvenourfx@ask.com,No,0,+1 (318) 578-8039,0,Ara,1.0,11.25,1.0125,2019,4,11,November,Tuesday,46,False,2019-11,6.074999999999999,9.0,Premium ($10-14),Large,Autumn,Top
FBD-56220-430,2022-05-16,59205-20324-NB,R-L-0.2,6,Maggy Harby,mharbyfy@163.com,United States,0.2,3.5849999999999995,21.509999999999998,Robusta,Large,Yes,Pensacola,32590,United States,mharbyfy@163.com,Yes,0,UNKNOWN,1,Rob,0.2,3.5849999999999995,0.21509999999999996,2022,2,5,May,Monday,20,False,2022-05,1.2905999999999997,6.0,Budget (<$7),Small,Spring,Medium
COV-52659-202,2021-02-12,99899-54612-NX,L-M-2.5,2,Reggie Thickpenny,rthickpennyfz@cafepress.com,United States,2.5,33.464999999999996,66.92999999999999,Libriac,Medium,No,Los Angeles,90035,United States,rthickpennyfz@cafepress.com,No,0,+1 (213) 234-9242,0,Lib,2.5,33.464999999999996,4.3504499999999995,2021,1,2,February,Friday,6,False,2021-02,8.700899999999999,13.0,Luxury (>$14),XL,Winter,Top
YUO-76652-814,2021-04-04,26248-84194-FI,A-D-0.2,6,Phyllys Ormerod,pormerodg0@redcross.org,United States,0.2,2.985,17.91,Arabica,Dark,No,Durham,27705,United States,pormerodg0@redcross.org,No,0,+1 (919) 491-2772,0,Ara,0.2,2.985,0.26865,2021,2,4,April,Sunday,13,True,2021-04,1.6118999999999999,9.0,Budget (<$7),Small,Spring,Medium
PBT-36926-102,2021-08-02,19485-98072-PS,L-M-1,4,Don Flintiff,dflintiffg1@e-recht24.de,United Kingdom,1.0,14.55,58.2,Libriac,Medium,No,London,WC1B,United Kingdom,dflintiffg1@e-recht24.de,No,0,UNKNOWN,1,Lib,1.0,14.55,1.8915000000000002,2021,3,8,August,Monday,31,False,2021-08,7.566000000000001,13.0,Luxury (>$14),Large,Summer,High
BLV-60087-454,2022-06-08,84493-71314-WX,E-L-0.2,3,Tymon Zanetti,tzanettig2@gravatar.com,Ireland,0.2,4.455,13.365,Excelsa,Large,No,Loughrea,H62,Ireland,tzanettig2@gravatar.com,No,0,+353 (351) 897-2630,0,Exc,0.2,4.455,0.49005,2022,2,6,June,Wednesday,23,False,2022-06,1.4701499999999998,11.0,Budget (<$7),Small,Summer,Low
BLV-60087-454,2022-06-08,84493-71314-WX,A-M-0.5,5,Tymon Zanetti,tzanettig2@gravatar.com,Ireland,0.5,6.75,33.75,Arabica,Medium,No,Loughrea,H62,Ireland,tzanettig2@gravatar.com,No,0,+353 (351) 897-2630,0,Ara,0.5,6.75,0.6074999999999999,2022,2,6,June,Wednesday,23,False,2022-06,3.0374999999999996,9.0,Budget (<$7),Medium,Summer,High
QYC-63914-195,2020-05-14,39789-43945-IV,E-L-1,3,Reinaldos Kirtley,rkirtleyg4@hatena.ne.jp,United States,1.0,14.85,44.55,Excelsa,Large,Yes,Whittier,90605,United States,rkirtleyg4@hatena.ne.jp,Yes,0,+1 (626) 635-6367,0,Exc,1.0,14.85,1.6335,2020,2,5,May,Thursday,20,False,2020-05,4.9005,11.0,Luxury (>$14),Large,Spring,High
OIB-77163-890,2020-12-25,38972-89678-ZM,E-L-0.5,5,Carney Clemencet,cclemencetg5@weather.com,United Kingdom,0.5,8.91,44.55,Excelsa,Large,Yes,Birmingham,B40,United Kingdom,cclemencetg5@weather.com,Yes,0,UNKNOWN,1,Exc,0.5,8.91,0.9801,2020,4,12,December,Friday,52,False,2020-12,4.9005,11.0,Standard ($7-10),Medium,Winter,High
SGS-87525-238,2021-07-05,91465-84526-IJ,E-D-1,5,Russell Donet,rdonetg6@oakley.com,United States,1.0,12.15,60.75,Excelsa,Dark,No,Richmond,23237,United States,rdonetg6@oakley.com,No,0,+1 (804) 583-2067,0,Exc,1.0,12.15,1.3365,2021,3,7,July,Monday,27,False,2021-07,6.6825,11.0,Premium ($10-14),Large,Summer,Top
GQR-12490-152,2019-03-14,22832-98538-RB,R-L-0.2,1,Sidney Gawen,sgaweng7@creativecommons.org,United States,0.2,3.5849999999999995,3.5849999999999995,Robusta,Large,Yes,Sterling,20167,United States,sgaweng7@creativecommons.org,Yes,0,+1 (571) 317-3089,0,Rob,0.2,3.5849999999999995,0.21509999999999996,2019,1,3,March,Thursday,11,False,2019-03,0.21509999999999996,6.0,Budget (<$7),Small,Spring,Low
UOJ-28238-299,2021-03-07,30844-91890-ZA,R-L-0.2,6,Rickey Readie,rreadieg8@guardian.co.uk,United States,0.2,3.5849999999999995,21.509999999999998,Robusta,Large,No,Carson City,89706,United States,rreadieg8@guardian.co.uk,No,0,+1 (775) 993-8273,0,Rob,0.2,3.5849999999999995,0.21509999999999996,2021,1,3,March,Sunday,9,True,2021-03,1.2905999999999997,6.0,Budget (<$7),Small,Spring,Medium
ETD-58130-674,2021-11-05,05325-97750-WP,E-M-0.5,2,Cody Verissimo,cverissimogh@theglobeandmail.com,United Kingdom,0.5,8.25,16.5,Excelsa,Medium,Yes,Upton,DN21,United Kingdom,cverissimogh@theglobeandmail.com,Yes,0,UNKNOWN,1,Exc,0.5,8.25,0.9075,2021,4,11,November,Friday,44,False,2021-11,1.815,11.0,Standard ($7-10),Medium,Autumn,Medium
NQS-01613-687,2021-03-12,10204-31464-SA,L-D-0.5,1,Bar O' Mahony,bogb@elpais.com,United States,0.5,7.77,7.77,Libriac,Dark,Yes,Huntsville,35895,United States,bogb@elpais.com,Yes,0,UNKNOWN,1,Lib,0.5,7.77,1.0101,2021,1,3,March,Friday,10,False,2021-03,1.0101,13.0,Standard ($7-10),Medium,Spring,Low
MGH-36050-573,2020-08-03,75156-80911-YT,R-M-0.5,2,Valenka Stansbury,vstansburygc@unblog.fr,United States,0.5,5.97,11.94,Robusta,Medium,Yes,El Paso,88553,United States,vstansburygc@unblog.fr,Yes,0,+1 (915) 530-3435,0,Rob,0.5,5.97,0.35819999999999996,2020,3,8,August,Monday,32,False,2020-08,0.7163999999999999,6.0,Budget (<$7),Medium,Summer,Low
UVF-59322-459,2019-07-25,53971-49906-PZ,E-L-2.5,6,Daniel Heinonen,dheinonengd@printfriendly.com,United States,2.5,34.154999999999994,204.92999999999995,Excelsa,Large,No,Decatur,30033,United States,dheinonengd@printfriendly.com,No,0,UNKNOWN,1,Exc,2.5,34.154999999999994,3.7570499999999996,2019,3,7,July,Thursday,30,False,2019-07,22.542299999999997,11.0,Luxury (>$14),XL,Summer,Top
VET-41158-896,2020-04-29,10728-17633-ST,E-M-2.5,2,Jewelle Shenton,jshentonge@google.com.hk,United States,2.5,31.624999999999996,63.24999999999999,Excelsa,Medium,Yes,Orange,92668,United States,jshentonge@google.com.hk,Yes,0,+1 (650) 712-0135,0,Exc,2.5,31.624999999999996,3.47875,2020,2,4,April,Wednesday,18,False,2020-04,6.9575,11.0,Luxury (>$14),XL,Spring,Top
XYL-52196-459,2019-05-02,13549-65017-VE,R-D-0.2,3,Jennifer Wilkisson,jwilkissongf@nba.com,United States,0.2,2.6849999999999996,8.055,Robusta,Dark,Yes,Huntington Beach,92648,United States,jwilkissongf@nba.com,Yes,0,UNKNOWN,1,Rob,0.2,2.6849999999999996,0.16109999999999997,2019,2,5,May,Thursday,18,False,2019-05,0.4832999999999999,6.0,Budget (<$7),Small,Spring,Low
VQW-91903-926,2020-03-13,05325-97750-WP,E-D-2.5,1,Cody Verissimo,cverissimogh@theglobeandmail.com,United Kingdom,2.5,27.945,27.945,Excelsa,Dark,Yes,Upton,DN21,United Kingdom,cverissimogh@theglobeandmail.com,Yes,0,UNKNOWN,1,Exc,2.5,27.945,3.07395,2020,1,3,March,Friday,11,False,2020-03,3.07395,11.0,Luxury (>$14),XL,Spring,Medium
OLF-77983-457,2019-02-16,51901-35210-UI,A-L-2.5,2,Gabriel Starcks,gstarcksgi@abc.net.au,United States,2.5,29.784999999999997,59.56999999999999,Arabica,Large,No,Chattanooga,37416,United States,gstarcksgi@abc.net.au,No,0,+1 (423) 903-3146,0,Ara,2.5,29.784999999999997,2.6806499999999995,2019,1,2,February,Saturday,7,True,2019-02,5.361299999999999,9.0,Luxury (>$14),XL,Winter,Top
UOG-94188-104,2021-11-23,92753-50029-SD,A-M-0.5,5,Kienan Scholard,kscholardgk@sbwire.com,United States,0.5,6.75,33.75,Arabica,Medium,No,Columbus,43268,United States,kscholardgk@sbwire.com,No,0,+1 (614) 199-9032,0,Ara,0.5,6.75,0.6074999999999999,2021,4,11,November,Tuesday,47,False,2021-11,3.0374999999999996,9.0,Budget (<$7),Medium,Autumn,High
DSN-15872-519,2021-12-02,53809-98498-SN,L-L-2.5,4,Bo Kindley,bkindleygl@wikimedia.org,United States,2.5,36.455,145.82,Libriac,Large,Yes,Pasadena,91186,United States,bkindleygl@wikimedia.org,Yes,0,+1 (650) 799-2315,0,Lib,2.5,36.455,4.7391499999999995,2021,4,12,December,Thursday,48,False,2021-12,18.956599999999998,13.0,Luxury (>$14),XL,Winter,Top
OUQ-73954-002,2019-01-06,66308-13503-KD,R-M-0.2,4,Krissie Hammett,khammettgm@dmoz.org,United States,0.2,2.985,11.94,Robusta,Medium,Yes,San Francisco,94159,United States,khammettgm@dmoz.org,Yes,0,+1 (415) 825-4799,0,Rob,0.2,2.985,0.17909999999999998,2019,1,1,January,Sunday,1,True,2019-01,0.7163999999999999,6.0,Budget (<$7),Small,Winter,Low
LGL-16843-667,2021-05-05,82458-87830-JE,A-D-0.2,4,Alisha Hulburt,ahulburtgn@fda.gov,United States,0.2,2.985,11.94,Arabica,Dark,Yes,Shreveport,71137,United States,ahulburtgn@fda.gov,Yes,0,UNKNOWN,1,Ara,0.2,2.985,0.26865,2021,2,5,May,Wednesday,18,False,2021-05,1.0746,9.0,Budget (<$7),Small,Spring,Low
TCC-89722-031,2021-10-23,41611-34336-WT,L-D-0.5,1,Peyter Lauritzen,plauritzengo@photobucket.com,United States,0.5,7.77,7.77,Libriac,Dark,No,Philadelphia,19141,United States,plauritzengo@photobucket.com,No,0,+1 (215) 308-0788,0,Lib,0.5,7.77,1.0101,2021,4,10,October,Saturday,42,True,2021-10,1.0101,13.0,Standard ($7-10),Medium,Autumn,Low
TRA-79507-007,2019-12-16,70089-27418-UJ,R-L-2.5,4,Aurelia Burgwin,aburgwingp@redcross.org,United States,2.5,27.484999999999996,109.93999999999998,Robusta,Large,Yes,Migrate,41905,United States,aburgwingp@redcross.org,Yes,0,+1 (314) 407-3962,0,Rob,2.5,27.484999999999996,1.6490999999999998,2019,4,12,December,Monday,51,False,2019-12,6.596399999999999,6.0,Luxury (>$14),XL,Winter,Top
MZJ-77284-941,2019-05-18,99978-56910-BN,E-L-0.2,5,Emalee Rolin,erolingq@google.fr,United States,0.2,4.455,22.275,Excelsa,Large,Yes,Toledo,43666,United States,erolingq@google.fr,Yes,0,+1 (419) 597-8743,0,Exc,0.2,4.455,0.49005,2019,2,5,May,Saturday,20,True,2019-05,2.45025,11.0,Budget (<$7),Small,Spring,Medium
AXN-57779-891,2019-07-14,09668-23340-IC,R-M-0.2,3,Donavon Fowle,dfowlegr@epa.gov,United States,0.2,2.985,8.955,Robusta,Medium,No,Colorado Springs,80945,United States,dfowlegr@epa.gov,No,0,UNKNOWN,1,Rob,0.2,2.985,0.17909999999999998,2019,3,7,July,Sunday,28,True,2019-07,0.5372999999999999,6.0,Budget (<$7),Small,Summer,Low
LTS-03470-353,2020-07-16,90985-89807-RW,A-L-2.5,5,Wang Powlesland,wpowleslandgt@soundcloud.com,United States,2.5,29.784999999999997,148.92499999999998,Arabica,Large,Yes,Pittsburgh,15274,United States,wpowleslandgt@soundcloud.com,Yes,0,+1 (412) 453-4798,0,Ara,2.5,29.784999999999997,2.6806499999999995,2020,3,7,July,Thursday,29,False,2020-07,13.403249999999998,9.0,Luxury (>$14),XL,Summer,Top
UMM-28497-689,2020-11-03,05325-97750-WP,L-L-2.5,3,Cody Verissimo,cverissimogh@theglobeandmail.com,United Kingdom,2.5,36.455,109.365,Libriac,Large,Yes,Upton,DN21,United Kingdom,cverissimogh@theglobeandmail.com,Yes,0,UNKNOWN,1,Lib,2.5,36.455,4.7391499999999995,2020,4,11,November,Tuesday,45,False,2020-11,14.21745,13.0,Luxury (>$14),XL,Autumn,Top
MJZ-93232-402,2022-03-20,17816-67941-ZS,E-D-0.2,1,Laurence Ellingham,lellinghamgv@sciencedaily.com,United States,0.2,3.645,3.645,Excelsa,Dark,Yes,Shreveport,71115,United States,lellinghamgv@sciencedaily.com,Yes,0,+1 (318) 670-8027,0,Exc,0.2,3.645,0.40095000000000003,2022,1,3,March,Sunday,11,True,2022-03,0.40095000000000003,11.0,Budget (<$7),Small,Spring,Low
RIK-61730-794,2020-11-12,69761-61146-KD,L-M-0.2,6,Ancell Fendt,afendtgx@forbes.com,United States,0.2,4.365,26.19,Libriac,Medium,Yes,Milwaukee,53234,United States,afendtgx@forbes.com,Yes,0,+1 (414) 811-7606,0,Lib,0.2,4.365,0.56745,2020,4,11,November,Thursday,46,False,2020-11,3.4047,13.0,Budget (<$7),Small,Autumn,Medium
IDJ-55379-750,2019-10-05,24040-20817-QB,R-M-1,4,Angelia Cleyburn,acleyburngy@lycos.com,United States,1.0,9.95,39.8,Robusta,Medium,No,Fort Lauderdale,33345,United States,acleyburngy@lycos.com,No,0,+1 (754) 355-3802,0,Rob,1.0,9.95,0.597,2019,4,10,October,Saturday,40,True,2019-10,2.388,6.0,Standard ($7-10),Large,Autumn,High
OHX-11953-965,2019-10-01,19524-21432-XP,E-L-2.5,2,Temple Castiglione,tcastiglionegz@xing.com,United States,2.5,34.154999999999994,68.30999999999999,Excelsa,Large,No,Shreveport,71105,United States,tcastiglionegz@xing.com,No,0,+1 (318) 820-6128,0,Exc,2.5,34.154999999999994,3.7570499999999996,2019,4,10,October,Tuesday,40,False,2019-10,7.514099999999999,11.0,Luxury (>$14),XL,Autumn,Top
OKA-93124-100,2020-04-23,05325-97750-WP,R-M-0.5,5,Cody Verissimo,cverissimogh@theglobeandmail.com,United Kingdom,0.5,5.97,29.849999999999998,Robusta,Medium,Yes,Upton,DN21,United Kingdom,cverissimogh@theglobeandmail.com,Yes,0,UNKNOWN,1,Rob,0.5,5.97,0.35819999999999996,2020,2,4,April,Thursday,17,False,2020-04,1.791,6.0,Budget (<$7),Medium,Spring,High
IXW-20780-268,2020-06-24,20236-64364-QL,L-L-2.5,2,Shay Couronne,scouronneh3@mozilla.org,United States,2.5,36.455,72.91,Libriac,Large,Yes,Fargo,58122,United States,scouronneh3@mozilla.org,Yes,0,+1 (701) 894-8081,0,Lib,2.5,36.455,4.7391499999999995,2020,2,6,June,Wednesday,26,False,2020-06,9.478299999999999,13.0,Luxury (>$14),XL,Summer,Top
NGG-24006-937,2021-03-16,29102-40100-TZ,E-M-2.5,4,Linus Flippelli,lflippellih4@github.io,United Kingdom,2.5,31.624999999999996,126.49999999999999,Excelsa,Medium,No,Middleton,LE16,United Kingdom,lflippellih4@github.io,No,0,+44 (200) 860-6521,0,Exc,2.5,31.624999999999996,3.47875,2021,1,3,March,Tuesday,11,False,2021-03,13.915,11.0,Luxury (>$14),XL,Spring,Top
JZC-31180-557,2020-04-07,09171-42203-EB,L-M-2.5,1,Rachelle Elizabeth,relizabethh5@live.com,United States,2.5,33.464999999999996,33.464999999999996,Libriac,Medium,No,Tulsa,74184,United States,relizabethh5@live.com,No,0,+1 (918) 203-3263,0,Lib,2.5,33.464999999999996,4.3504499999999995,2020,2,4,April,Tuesday,15,False,2020-04,4.3504499999999995,13.0,Luxury (>$14),XL,Spring,High
ZMU-63715-204,2021-09-30,29060-75856-UI,E-D-1,6,Innis Renhard,irenhardh6@i2i.jp,United States,1.0,12.15,72.9,Excelsa,Dark,Yes,New York City,10045,United States,irenhardh6@i2i.jp,Yes,0,+1 (646) 225-6560,0,Exc,1.0,12.15,1.3365,2021,3,9,September,Thursday,39,False,2021-09,8.019,11.0,Premium ($10-14),Large,Autumn,Top
GND-08192-056,2022-05-01,17088-16989-PL,L-D-0.5,2,Winne Roche,wrocheh7@xinhuanet.com,United States,0.5,7.77,15.54,Libriac,Dark,Yes,Seminole,34642,United States,wrocheh7@xinhuanet.com,Yes,0,+1 (317) 439-5584,0,Lib,0.5,7.77,1.0101,2022,2,5,May,Sunday,17,True,2022-05,2.0202,13.0,Standard ($7-10),Medium,Spring,Low
RYY-38961-093,2021-01-21,14756-18321-CL,A-M-0.2,6,Linn Alaway,lalawayhh@weather.com,United States,0.2,3.375,20.25,Arabica,Medium,No,Fort Lauderdale,33345,United States,lalawayhh@weather.com,No,0,UNKNOWN,1,Ara,0.2,3.375,0.30374999999999996,2021,1,1,January,Thursday,3,False,2021-01,1.8224999999999998,9.0,Budget (<$7),Small,Winter,Medium
CVA-64996-969,2020-06-24,13324-78688-MI,A-L-1,6,Cordy Odgaard,codgaardh9@nsw.gov.au,United States,1.0,12.95,77.69999999999999,Arabica,Large,No,Portland,97296,United States,codgaardh9@nsw.gov.au,No,0,+1 (503) 203-1484,0,Ara,1.0,12.95,1.1655,2020,2,6,June,Wednesday,26,False,2020-06,6.993,9.0,Premium ($10-14),Large,Summer,Top
XTH-67276-442,2019-03-03,73799-04749-BM,L-M-2.5,4,Bertine Byrd,bbyrdha@4shared.com,United States,2.5,33.464999999999996,133.85999999999999,Libriac,Medium,No,Las Vegas,89115,United States,bbyrdha@4shared.com,No,0,UNKNOWN,1,Lib,2.5,33.464999999999996,4.3504499999999995,2019,1,3,March,Sunday,9,True,2019-03,17.401799999999998,13.0,Luxury (>$14),XL,Spring,Top
XSN-26809-910,2020-06-28,80467-17137-TO,E-M-2.5,2,Dianne Chardin,dchardinhc@nhs.uk,Ireland,2.5,31.624999999999996,63.24999999999999,Excelsa,Medium,Yes,Ballybofey,V23,Ireland,dchardinhc@nhs.uk,Yes,0,UNKNOWN,1,Exc,2.5,31.624999999999996,3.47875,2020,2,6,June,Sunday,26,True,2020-06,6.9575,11.0,Luxury (>$14),XL,Summer,Top
UDN-88321-005,2020-07-05,14640-87215-BK,R-L-0.5,5,Hailee Radbone,hradbonehd@newsvine.com,United States,0.5,7.169999999999999,35.849999999999994,Robusta,Large,No,San Francisco,94159,United States,hradbonehd@newsvine.com,No,0,+1 (415) 968-9559,0,Rob,0.5,7.169999999999999,0.4301999999999999,2020,3,7,July,Sunday,27,True,2020-07,2.151,6.0,Standard ($7-10),Medium,Summer,High
EXP-21628-670,2019-03-02,94447-35885-HK,A-M-2.5,3,Wallis Bernth,wbernthhe@miitbeian.gov.cn,United States,2.5,25.874999999999996,77.62499999999999,Arabica,Medium,No,Pittsburgh,15274,United States,wbernthhe@miitbeian.gov.cn,No,0,+1 (412) 597-3861,0,Ara,2.5,25.874999999999996,2.3287499999999994,2019,1,3,March,Saturday,9,True,2019-03,6.986249999999998,9.0,Luxury (>$14),XL,Spring,Top
VGM-24161-361,2022-05-01,71034-49694-CS,E-M-2.5,2,Byron Acarson,bacarsonhf@cnn.com,United States,2.5,31.624999999999996,63.24999999999999,Excelsa,Medium,Yes,Houston,77281,United States,bacarsonhf@cnn.com,Yes,0,+1 (713) 418-6385,0,Exc,2.5,31.624999999999996,3.47875,2022,2,5,May,Sunday,17,True,2022-05,6.9575,11.0,Luxury (>$14),XL,Spring,Top
PKN-19556-918,2022-04-29,00445-42781-KX,E-L-0.2,6,Faunie Brigham,fbrighamhg@blog.com,Ireland,0.2,4.455,26.73,Excelsa,Large,Yes,Castlerea,F45,Ireland,fbrighamhg@blog.com,Yes,0,+353 (620) 657-2946,0,Exc,0.2,4.455,0.49005,2022,2,4,April,Friday,17,False,2022-04,2.9402999999999997,11.0,Budget (<$7),Small,Spring,Medium
PKN-19556-918,2022-04-29,00445-42781-KX,L-D-0.5,4,Faunie Brigham,fbrighamhg@blog.com,Ireland,0.5,7.77,31.08,Libriac,Dark,Yes,Castlerea,F45,Ireland,fbrighamhg@blog.com,Yes,0,+353 (620) 657-2946,0,Lib,0.5,7.77,1.0101,2022,2,4,April,Friday,17,False,2022-04,4.0404,13.0,Standard ($7-10),Medium,Spring,High
PKN-19556-918,2022-04-29,00445-42781-KX,A-D-0.2,1,Faunie Brigham,fbrighamhg@blog.com,Ireland,0.2,2.985,2.985,Arabica,Dark,Yes,Castlerea,F45,Ireland,fbrighamhg@blog.com,Yes,0,+353 (620) 657-2946,0,Ara,0.2,2.985,0.26865,2022,2,4,April,Friday,17,False,2022-04,0.26865,9.0,Budget (<$7),Small,Spring,Low
PKN-19556-918,2022-04-29,00445-42781-KX,R-D-2.5,5,Faunie Brigham,fbrighamhg@blog.com,Ireland,2.5,20.584999999999997,102.92499999999998,Robusta,Dark,Yes,Castlerea,F45,Ireland,fbrighamhg@blog.com,Yes,0,+353 (620) 657-2946,0,Rob,2.5,20.584999999999997,1.2350999999999999,2022,2,4,April,Friday,17,False,2022-04,6.1754999999999995,6.0,Luxury (>$14),XL,Spring,Top
DXQ-44537-297,2020-08-06,96116-24737-LV,E-L-0.5,4,Marjorie Yoxen,myoxenhk@google.com,United States,0.5,8.91,35.64,Excelsa,Large,No,Los Angeles,90005,United States,myoxenhk@google.com,No,0,+1 (213) 241-8051,0,Exc,0.5,8.91,0.9801,2020,3,8,August,Thursday,32,False,2020-08,3.9204,11.0,Standard ($7-10),Medium,Summer,High
BPC-54727-307,2019-12-21,18684-73088-YL,R-L-1,4,Gaspar McGavin,gmcgavinhl@histats.com,United States,1.0,11.95,47.8,Robusta,Large,No,Wilkes Barre,18706,United States,gmcgavinhl@histats.com,No,0,+1 (570) 745-7589,0,Rob,1.0,11.95,0.717,2019,4,12,December,Saturday,51,True,2019-12,2.868,6.0,Premium ($10-14),Large,Winter,High
